Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Date_Created,Athlete ID,Number of Runs,Number of Bike Rides,Profile Visibility,2024 Weeks Scraped
932.0,8:33.99,César Daniel GOMEZ PONCE,MEX,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1105,3000m Steeple,M,30 Oct 24,,,,,
931.0,8:33.99,Rubén LEONARDO,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1105,3000m Steeple,M,30 Oct 24,,,,,
930.0,8:33.88,Kevin ROBERTSON,CAN,"UVA Lanningan Field, Charlottesville, VA (USA)",19 APR 2024,1105,3000m Steeple,M,30 Oct 24,56592626.0,2020.0,111.0,Public,45.0
292.0,2:03.25,Tess KIRSOPP-COLE,AUS,"AIS Athletics Track, Canberra (AUS)",26 JAN 2024,1105,800m,F,30 Oct 24,66613106.0,0.0,1.0,Public,45.0
1866.0,2:32:51,Gerda STEYN,RSA,"Stade de France, Paris (FRA)",11 AUG 2024,1105,Full,F,30 Oct 24,17233801.0,1757.0,296.0,Public,45.0
,1:02:03,Kieran LUMB,CAN,"Boston, MA (USA)",10 NOV 2024,1105,Half,M,15 Jan 25,5373957.0,,,Private,
1814.0,1:02:03,Pablo SÁNCHEZ,ESP,Valencia (ESP),27 OCT 2024,1105,Half,M,30 Oct 24,61212790.0,873.0,0.0,Public,45.0
286.0,2:03.22,Avery PEARSON,CAN,"Foote Field, Edmonton (CAN)",13 JUN 2024,1105,800m,F,30 Oct 24,106218983.0,0.0,4.0,Public,45.0
731.0,3:40.09,Alexis MIELLET,FRA,"Stade Jacques Forestier, Aix-les-Bains (FRA)",12 MAY 2024,1105,1500m,M,30 Oct 24,10816005.0,2210.0,57.0,Public,45.0
609.0,4:12.78,Abby NICHOLS,USA,"Meredith College, Raleigh, NC (USA)",02 AUG 2024,1105,1500m,F,30 Oct 24,49240561.0,1248.0,0.0,Public,45.0
1812.0,1:02:03,Sikiyas MISGANAW,ETH,Lisboa (POR),17 MAR 2024,1105,Half,M,30 Oct 24,,,,,
1811.0,1:02:03,Fuminori SHIMO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1105,Half,M,30 Oct 24,20990775.0,234.0,451.0,Private,
1810.0,1:02:03,Yoshiki KUSHIDA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1105,Half,M,30 Oct 24,,,,,
1809.0,1:02:03,Bouazza KASSOUI,MAR,Marrakech (MAR),28 JAN 2024,1105,Half,M,30 Oct 24,,,,,
1808.0,1:02:03,Akira TOMIYASU,JPN,Osaka (JPN),28 JAN 2024,1105,Half,M,30 Oct 24,96109276.0,0.0,9.0,Public,45.0
1210.0,13:29.19,Hazuma HATTORI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1105,5000m,M,30 Oct 24,,,,,
611.0,4:12.80,Gemma FINCH,GBR,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1105,1500m,F,30 Oct 24,52394025.0,15.0,12.0,Private,
730.0,3:40.08,Andrew MCGILL,GBR,"Tooting Bec Athletics Track, London (GBR)",24 JUL 2024,1105,1500m,M,30 Oct 24,21743503.0,2252.0,5.0,Private,
610.0,4:12.79,Madison MOONEY,USA,"Rashpal Dhillon  Oval, Vancouver (CAN)",19 JUN 2024,1105,1500m,F,30 Oct 24,54848054.0,108.0,0.0,Public,45.0
1459.0,28:17.78,Christian RICKETTS,USA,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1105,10000m,M,30 Oct 24,19454455.0,2474.0,12.0,Private,
1458.0,28:17.75,Sodai SHIMIZU,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1105,10000m,M,30 Oct 24,,,,,
1457.0,28:17.73,Yuto AKAHOSHI,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1105,10000m,M,30 Oct 24,,,,,
1813.0,1:02:03,Cristhian ZAMORA,URU,Valencia (ESP),27 OCT 2024,1105,Half,M,30 Oct 24,40310033.0,288.0,0.0,Public,45.0
1209.0,13:29.18,David Shungeya NEIYIAI,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1105,5000m,M,30 Oct 24,,,,,
1444.0,1:11:12,Rita JELAGAT,KEN,Hamburg (GER),30 JUN 2024,1105,Half,F,30 Oct 24,,,,,
732.0,3:40.10,Yudai NOGUCHI,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1105,1500m,M,30 Oct 24,21124906.0,0.0,13.0,Public,45.0
729.0,3:40.08,Daniel SCHAFFER,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1105,1500m,M,30 Oct 24,13093892.0,0.0,0.0,Public,45.0
1445.0,1:11:13,Maryna NEMCHENKO,UKR,Warszawa (POL),24 MAR 2024,1105,Half,F,30 Oct 24,,,,,
,15:31,Winfred Nzisa MBITHE,KEN,Nijmegen (NED),20 APR 2024,1104,5k Road,F,15 Jan 25,,,,,
,15:31,Leanne POMPEANI,AUS,Paris (FRA),05 APR 2024,1104,5k Road,F,15 Jan 25,35656671.0,,,Private,
,15:31,Agathe GUILLEMOT,FRA,Barcelona (ESP),31 DEC 2024,1104,5k Road,F,15 Jan 25,,,,,
,15:31,Emma Grace HURLEY,USA,"New York, NY (USA)",02 NOV 2024,1104,5k Road,F,15 Jan 25,,,,,
736.0,3:40.15,Christoffer Frost JOHANSEN,DEN,"Sportcentrum Wembley, Kortrijk (BEL)",13 JUL 2024,1104,1500m,M,30 Oct 24,40873235.0,2914.0,53.0,Public,45.0
1447.0,1:11:14,Matea PARLOV KOŠTRO,CRO,Milano (ITA),24 MAR 2024,1104,Half,F,30 Oct 24,141183337.0,0.0,0.0,Public,45.0
2462.0,2:13:26,Jiahao WANG,CHN,Berlin (GER),29 SEP 2024,1104,Full,M,30 Oct 24,79455728.0,3.0,0.0,Public,45.0
2461.0,2:13:25,Weynay GHEBRESILASIE,GBR,Amsterdam (NED),20 OCT 2024,1104,Full,M,30 Oct 24,,,,,
1221.0,13:29.56,Asahi KURODA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1104,5000m,M,30 Oct 24,,,,,
1220.0,13:29.54,Rory LEONARD,GBR,"Millennium Arena, Battersea Park, London (GBR)",26 APR 2024,1104,5000m,M,30 Oct 24,19686000.0,683.0,2.0,Public,45.0
1219.0,13:29.52,Zachary FACIONI,AUS,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1104,5000m,M,30 Oct 24,,,,,
1218.0,13:29.49,Kirami Collin YEGO,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1104,5000m,M,30 Oct 24,73487204.0,388.0,0.0,Public,45.0
1217.0,13:29.47,Daniel ARCE,ESP,"Estadio Iberoamericano, Huelva (ESP)",30 APR 2024,1104,5000m,M,30 Oct 24,8112897.0,230.0,77.0,Public,45.0
1216.0,13:29.37,Shu HASEGAWA,JPN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1104,5000m,M,30 Oct 24,24805643.0,785.0,90.0,Public,45.0
1215.0,13:29.35,Nganga Joseph WAWERU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1104,5000m,M,30 Oct 24,,,,,
1214.0,13:29.32,Victor Kipruto TOGOM,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",29 SEP 2024,1104,5000m,M,30 Oct 24,,,,,
934.0,8:34.10,Gatien AIRIAU,FRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1104,3000m Steeple,M,30 Oct 24,,,,,
1464.0,28:18.36,Josphat Ledama KISAISA,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1104,10000m,M,30 Oct 24,,,,,
,15:31,Nadia BATTOCLETTI,ITA,Bolzano (ITA),31 DEC 2024,1104,5k Road,F,15 Jan 25,,,,,
1451.0,1:11:16,Viktoriia KALIUZHNA,UKR,Warszawa (POL),24 MAR 2024,1104,Half,F,30 Oct 24,120080849.0,1063.0,11.0,Private,
1450.0,1:11:16,Shiho TACHIZAKO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1104,Half,F,30 Oct 24,,,,,
2463.0,2:13:27,Abraham BIWOTT,KEN,Madrid (ESP),28 APR 2024,1104,Full,M,30 Oct 24,,,,,
1461.0,28:17.98,Hiromichi NONAKA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1104,10000m,M,30 Oct 24,,,,,
1462.0,28:17.99,Jesús RAMOS,ESP,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1104,10000m,M,30 Oct 24,18796052.0,5.0,396.0,Public,45.0
741.0,3:40.20,Shane STREICH,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1104,1500m,M,30 Oct 24,61783860.0,2750.0,3.0,Public,45.0
,46:48,Tatsuya FURUKAWA,JPN,Kumamoto (JPN),01 DEC 2024,1104,10M Road,M,15 Jan 25,51828038.0,264.0,941.0,Public,0.0
745.0,3:40.22,James HANSEN,AUS,"AIS Athletics Track, Canberra (AUS)",02 MAR 2024,1104,1500m,M,30 Oct 24,2911356.0,3542.0,1.0,Public,45.0
744.0,3:40.21,Miguel MOREIRA,POR,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1104,1500m,M,30 Oct 24,5376540.0,80.0,731.0,Public,45.0
743.0,3:40.20,Stanislav UGRIN,RUS,"Olympic Stadium, Cheboksary (RUS)",09 JUL 2024,1104,1500m,M,30 Oct 24,,,,,
742.0,3:40.20,Ali Idow HASSAN,SOM,"Dubai Police Club Stadium, Dubai (UAE)",03 MAY 2024,1104,1500m,M,30 Oct 24,116233616.0,0.0,0.0,Public,45.0
738.0,3:40.17,Andreas LINDGREEN,DEN,"Sollentunavallen, Sollentuna (SWE)",16 JUN 2024,1104,1500m,M,30 Oct 24,27091479.0,1425.0,10.0,Public,45.0
740.0,3:40.18,Alex Kipirech KIPCHIRCHIR,KEN,"Prefectural Stadium, Kumagaya (JPN)",18 MAY 2024,1104,1500m,M,30 Oct 24,,,,,
1463.0,28:18.26,Shunya KIKUCHI,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",03 MAY 2024,1104,10000m,M,30 Oct 24,115414294.0,1039.0,0.0,Private,
739.0,3:40.18,Harrison WITT,USA,"Weaver Stadium, Princeton, NJ (USA)",12 APR 2024,1104,1500m,M,30 Oct 24,96963126.0,891.0,6.0,Private,
1460.0,28:17.90,Kazuto KAWABATA,JPN,"Yanmar Stadium Nagai, Osaka (JPN)",31 MAY 2024,1104,10000m,M,30 Oct 24,,,,,
935.0,8:34.23,Elphas Toroitich NDIWA,UGA,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1104,3000m Steeple,M,30 Oct 24,,,,,
1820.0,1:02:05,Yuki TSUTSUMI,JPN,Osaka (JPN),28 JAN 2024,1104,Half,M,30 Oct 24,15008982.0,279.0,322.0,Public,45.0
2464.0,2:13:27,Chengliang GAO,CHN,Hengshui (CHN),22 SEP 2024,1104,Full,M,30 Oct 24,,,,,
737.0,3:40.17,Aidan RYAN,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1104,1500m,M,30 Oct 24,33433081.0,2258.0,48.0,Public,45.0
1449.0,1:11:16,Sara NESTOLA,ITA,Sevilla (ESP),28 JAN 2024,1104,Half,F,30 Oct 24,97051133.0,6.0,0.0,Public,45.0
1448.0,1:11:15,Tiantian LIANG,CHN,Chengdu (CHN),27 OCT 2024,1104,Half,F,30 Oct 24,,,,,
1446.0,1:11:14,Teresiah OMOSA,KEN,Nancy (FRA),17 MAR 2024,1104,Half,F,30 Oct 24,,,,,
1035.0,15:31.02,Abbie DONNELLY,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1104,5000m,F,30 Oct 24,35097901.0,27.0,9.0,Private,
1031.0,15:30.70,. SEEMA,IND,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1104,5000m,F,30 Oct 24,18492157.0,388.0,1072.0,Private,
1030.0,15:30.60,Yazmine WRIGHT,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1104,5000m,F,30 Oct 24,44564763.0,852.0,1.0,Public,45.0
,32:40,Kereen CHEMUSTO,UGA,Hamburg (GER),01 SEP 2024,1104,10k Road,F,15 Jan 25,,,,,
,28:18.06,Nickson Lesiyia PARIKEN,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",09 NOV 2024,1104,10000m,M,15 Jan 25,,,,,
,28:18.37,Masaki KODAMA,JPN,"Kamiyugi Park Athletic Stadium, Hachioji (JPN)",23 NOV 2024,1104,10000m,M,15 Jan 25,,,,,
,1:02:05,Haru TANINAKA,JPN,Ageo (JPN),17 NOV 2024,1104,Half,M,15 Jan 25,,,,,
612.0,4:12.85,Rose WANGUI,KEN,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1104,1500m,F,30 Oct 24,117491309.0,0.0,5.0,Public,45.0
,2:11:26,Jésus Angel OLMOS,ESP,Valencia (ESP),01 DEC 2024,1104,Full,M,15 Jan 25,,,,,
788.0,9:56.23,Kayla SCHIERA,USA,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1104,3000m Steeple,F,30 Oct 24,44376937.0,466.0,12.0,Private,
,28:18,Merhawi MEBRAHTU,ERI,Valencia (ESP),14 JAN 2024,1104,10k Road,M,15 Jan 25,,,,,
,28:18,Hosea KIPLANGAT,UGA,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",27 APR 2024,1104,10k Road,M,15 Jan 25,,,,,
,28:18,Ali ABDILMANA,ETH,"Boston, MA (USA)",23 JUN 2024,1104,10k Road,M,15 Jan 25,,,,,
614.0,4:12.89,Belinda CHEMUTAI,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1104,1500m,F,30 Oct 24,,,,,
789.0,9:56.44,Jenna MELANSON,CAN,"Hayward Field, Eugene, OR (USA)",24 JUN 2024,1104,3000m Steeple,F,30 Oct 24,45510362.0,2297.0,6.0,Private,
790.0,9:56.49,Xia LUO,CHN,"HOC Stadium, Hangzhou (CHN)",14 APR 2024,1104,3000m Steeple,F,30 Oct 24,10480855.0,514.0,696.0,Public,45.0
1034.0,15:31.00,Jennifer GULIKERS,NED,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1104,5000m,F,30 Oct 24,26990912.0,1721.0,24.0,Public,45.0
1032.0,15:30.84,Brianna ROBLES,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1104,5000m,F,30 Oct 24,54093011.0,0.0,0.0,Public,45.0
615.0,4:12.93,Abbey COOPER,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1104,1500m,F,30 Oct 24,27792886.0,612.0,3.0,Public,45.0
318.0,1:47.32,Joonas RINNE,FIN,"Raatin Stadion, Oulu (FIN)",17 AUG 2024,1104,800m,M,30 Oct 24,15772862.0,0.0,0.0,Public,45.0
1200.0,32:40.25,Laura PRIEGO,ESP,"Stadio Olimpico, Roma (ITA)",11 JUN 2024,1104,10000m,F,30 Oct 24,133448894.0,230.0,5.0,Public,45.0
296.0,2:03.28,Veera PERÄLÄ,FIN,"Kimpisen yleisurheilukenttä, Lappeenranta (FIN)",17 JUL 2024,1104,800m,F,30 Oct 24,,,,,
298.0,2:03.30,Fina DUBE,RSA,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",20 APR 2024,1104,800m,F,30 Oct 24,63521757.0,0.0,0.0,Public,45.0
299.0,2:03.30,Pernille KARLSEN,NOR,"Stadion im.Lubuskich Olimpijczyków, Gorzów Wielkopolski (POL)",24 MAY 2024,1104,800m,F,30 Oct 24,31196548.0,419.0,94.0,Public,45.0
300.0,2:03.30,Annelies NIJSSEN,BEL,"Stade Naimette-Xhovémont, Liège (BEL)",19 JUN 2024,1104,800m,F,30 Oct 24,76367579.0,0.0,1.0,Public,45.0
301.0,2:03.32,Micaela DEGENERO,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1104,800m,F,30 Oct 24,53588607.0,4.0,4.0,Private,
319.0,1:47.32,Uku Renek KRONBERGS,EST,"Stadion Míru, Tábor (CZE)",27 AUG 2024,1104,800m,M,30 Oct 24,149780138.0,0.0,0.0,Public,45.0
317.0,1:47.32,Nelson MAPI,KEN,"Nyayo National Stadium, Nairobi (KEN)",28 JUN 2024,1104,800m,M,30 Oct 24,86905091.0,0.0,9.0,Public,45.0
316.0,1:47.31,Sho KAWAMOTO,JPN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1104,800m,M,30 Oct 24,84457807.0,4.0,139.0,Public,45.0
315.0,1:47.30,Sven WAGNER,GER,"TSV Stadion, Pfungstadt (GER)",19 JUN 2024,1104,800m,M,30 Oct 24,10819459.0,95.0,2724.0,Private,
613.0,4:12.88,Michaela ROSE,USA,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 MAR 2024,1104,1500m,F,30 Oct 24,52999968.0,308.0,8.0,Private,
314.0,1:47.30,Jason GOMEZ,USA,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",01 JUN 2024,1104,800m,M,30 Oct 24,17379485.0,344.0,2.0,Public,45.0
,49:40,Nanase TANIMOTO,JPN,Nijmegen (NED),17 NOV 2024,1104,15k Road,F,15 Jan 25,,,,,
,49:40,Winnie KIMUTAI,KEN,Le Puy-en-Velay (FRA),05 MAY 2024,1104,15k Road,F,15 Jan 25,,,,,
1040.0,15:31.51,Kana MIZUMOTO,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1103,5000m,F,30 Oct 24,93518857.0,24.0,0.0,Public,45.0
1037.0,15:31.23,Sandrafelis Chebet TUEI,KEN,"Ulinzi Sports Complex, Langata, Nairobi (KEN)",06 JAN 2024,1103,5000m,F,30 Oct 24,,,,,
1038.0,15:31.36,Sayaka SATO,JPN,"National Stadium, Tokyo (JPN)",19 MAY 2024,1103,5000m,F,30 Oct 24,16763817.0,38.0,65.0,Private,
1041.0,15:31.53,Yuma YAMAMOTO,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",23 SEP 2024,1103,5000m,F,30 Oct 24,31216732.0,0.0,0.0,Public,45.0
1039.0,15:31.42,Haruka KOKAI,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 SEP 2024,1103,5000m,F,30 Oct 24,,,,,
,46:49,Naoto HASHIMOTO,JPN,Kumamoto (JPN),01 DEC 2024,1103,10M Road,M,15 Jan 25,,,,,
1465.0,28:18.74,Tatsuya KIYAMA,JPN,"Athletics Stadium, Shibetsu (JPN)",13 JUL 2024,1103,10000m,M,30 Oct 24,18565016.0,558.0,1.0,Private,
1466.0,28:18.92,Ahmed OUHDA,ITA,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1103,10000m,M,30 Oct 24,27102390.0,221.0,12.0,Public,45.0
746.0,3:40.23,Yahya AOUINA EL KARBOUBI,ESP,"Pistes d'atletisme Gaetà Huguet, Castellón (ESP)",22 MAY 2024,1103,1500m,M,30 Oct 24,,,,,
747.0,3:40.23,Mason FERLIC,USA,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1103,1500m,M,30 Oct 24,12615695.0,2942.0,46.0,Public,45.0
,2:31:31,Bone CHELUKE,ETH,Chengdu (CHN),27 OCT 2024,1103,Full,F,15 Jan 25,,,,,
1825.0,1:02:06,Benjamin CHOQUERT,FRA,Lille (FRA),17 MAR 2024,1103,Half,M,30 Oct 24,1837113.0,2512.0,1150.0,Public,45.0
1824.0,1:02:06,Rui AOKI,JPN,"Showa Park, Tachikawa (JPN)",10 MAR 2024,1103,Half,M,30 Oct 24,122992835.0,0.0,0.0,Private,
1467.0,28:19.01,Vincent CHIRCHIR,KEN,"Cobb Track and Angell Field, Palo Alto, CA (USA)",29 MAR 2024,1103,10000m,M,30 Oct 24,,,,,
1228.0,13:29.88,Shunya KIKUCHI,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1103,5000m,M,30 Oct 24,115414294.0,1039.0,0.0,Private,
1828.0,1:02:07,Hiroto KUNIYASU,JPN,Marugame (JPN),04 FEB 2024,1103,Half,M,30 Oct 24,,,,,
1224.0,13:29.78,Florian LE PALLEC,FRA,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1103,5000m,M,30 Oct 24,9389758.0,3720.0,68.0,Public,45.0
1225.0,13:29.79,Hillary BOR,USA,"Sportcity Regional Arena, Manchester (GBR)",25 MAY 2024,1103,5000m,M,30 Oct 24,42586045.0,0.0,166.0,Private,
1832.0,1:02:07,Kelvin KIBIWOTT,KEN,Venlo (NED),24 MAR 2024,1103,Half,M,30 Oct 24,93971069.0,0.0,0.0,Public,45.0
938.0,8:34.40,Altobeli SILVA,BRA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1103,3000m Steeple,M,30 Oct 24,,,,,
619.0,4:13.01,Lyla BELSHAW,GBR,Banská Bystrica (SVK),21 JUL 2024,1103,1500m,F,30 Oct 24,50469937.0,463.0,0.0,Private,
936.0,8:34.34,Eion NOHILLY,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1103,3000m Steeple,M,30 Oct 24,,,,,
749.0,3:40.24,Jens MERGENTHALER,GER,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1103,1500m,M,30 Oct 24,15091944.0,767.0,0.0,Private,
750.0,3:40.25,Kevin KAMENSCHAK,AUT,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",11 MAY 2024,1103,1500m,M,30 Oct 24,94300367.0,16.0,7.0,Public,45.0
751.0,3:40.25,Ben VEATCH,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1103,1500m,M,30 Oct 24,108765797.0,0.0,2.0,Public,45.0
752.0,3:40.27,James DONAHUE,USA,"Paul Derr TF Facility, Raleigh, NC (USA)",28 MAR 2024,1103,1500m,M,30 Oct 24,42577446.0,2393.0,125.0,Public,45.0
791.0,9:56.60,Xinyan ZHANG,CHN,"Sports Center, Quzhou (CHN)",15 SEP 2024,1103,3000m Steeple,F,30 Oct 24,138575439.0,56.0,0.0,Public,45.0
792.0,9:56.68,Emma GEE,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",20 JUL 2024,1103,3000m Steeple,F,30 Oct 24,52163629.0,143.0,290.0,Public,45.0
793.0,9:56.74,Silvia OGGIONI,ITA,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1103,3000m Steeple,F,30 Oct 24,36042703.0,2300.0,135.0,Public,45.0
794.0,9:56.84,Bizunesh GETAHUN,ETH,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1103,3000m Steeple,F,30 Oct 24,,,,,
320.0,1:47.33,Vincent Kibet KETER,KEN,"Nyayo National Stadium, Nairobi (KEN)",26 JAN 2024,1103,800m,M,30 Oct 24,,,,,
1223.0,13:29.63,Ellis CROSS,GBR,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1103,5000m,M,30 Oct 24,33655219.0,1820.0,4.0,Public,45.0
1222.0,13:29.61,Shadrack KIPCHIRCHIR,KEN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",01 JUN 2024,1103,5000m,M,30 Oct 24,,,,,
302.0,2:03.33,Adéla HOLUBOVÁ,CZE,"Stadion Mládeže, Zlín (CZE)",30 JUN 2024,1103,800m,F,30 Oct 24,21295930.0,84.0,799.0,Private,
,32:41,Melissa DUNCAN,AUS,"Albert Park, Melbourne (AUS)",02 JUN 2024,1103,10k Road,F,15 Jan 25,,,,,
,43:29,Abbabiya SIMBASSA,USA,"Jacksonville, FL (USA)",02 MAR 2024,1103,15k Road,M,15 Jan 25,,,,,
,28:19,Dan KIBET,UGA,Berlin (GER),13 OCT 2024,1103,10k Road,M,15 Jan 25,30928604.0,1374.0,3.0,Public,0.0
,28:19,Jacob KOSGEI,KEN,Valencia (ESP),14 JAN 2024,1103,10k Road,M,15 Jan 25,,,,,
,2:11:30,David KIPRONO,KEN,Nanchang (CHN),10 NOV 2024,1103,Full,M,15 Jan 25,,,,,
,1:02:07,Kihiro IRIHAMA,JPN,Ageo (JPN),17 NOV 2024,1103,Half,M,15 Jan 25,,,,,
,32:41,Carolien MILLENAAR,DEN,Århus (DEN),20 APR 2024,1103,10k Road,F,15 Jan 25,18352345.0,,,Private,
1833.0,1:02:07,Aziz AITOURKIA,MAR,"Sale, Rabat (MAR)",21 APR 2024,1103,Half,M,30 Oct 24,,,,,
303.0,2:03.34,Marlena PREIGH,USA,"Dempsey Indoor, Seattle, WA (USA) (i)",24 FEB 2024,1103,800m,F,30 Oct 24,52780827.0,522.0,1.0,Private,
1834.0,1:02:07,Justus KANGOGO,KEN,Rio de Janeiro (BRA),01 JUN 2024,1103,Half,M,30 Oct 24,,,,,
1835.0,1:02:07,Edward GODDARD,AUS,Valencia (ESP),27 OCT 2024,1103,Half,M,30 Oct 24,86055071.0,0.0,123.0,Public,45.0
1836.0,1:02:07,Zakariya MAHAMED,GBR,Valencia (ESP),27 OCT 2024,1103,Half,M,30 Oct 24,23778748.0,3.0,0.0,Public,45.0
1831.0,1:02:07,Timothy KIPCHUMBA,KEN,Lisboa (POR),17 MAR 2024,1103,Half,M,30 Oct 24,76403278.0,0.0,0.0,Public,45.0
1830.0,1:02:07,Masatoshi SAKATA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1103,Half,M,30 Oct 24,,,,,
1829.0,1:02:07,Ryuto URUSHIBATA,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1103,Half,M,30 Oct 24,,,,,
1227.0,13:29.87,Jerry MOTSAU,RSA,"Stadion De Veen, Heusden-Zolder (BEL)",15 JUN 2024,1103,5000m,M,30 Oct 24,58113893.0,66.0,0.0,Public,45.0
321.0,1:47.33,Angus HARRINGTON,GBR,"Manchester Regional Arena, Manchester (GBR)",29 JUN 2024,1103,800m,M,30 Oct 24,12553443.0,3569.0,124.0,Public,45.0
1871.0,2:33:02,Jessica WATYCHOWICZ,USA,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1103,Full,F,30 Oct 24,57930037.0,80.0,0.0,Private,
2467.0,2:13:31,Aloyce Felix SIMBU,TAN,Wien (AUT),21 APR 2024,1103,Full,M,30 Oct 24,,,,,
1226.0,13:29.80,James KIMEU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1103,5000m,M,30 Oct 24,94876602.0,109.0,0.0,Public,45.0
620.0,4:13.05,Josephine Chelangat KIPLANGAT,KEN,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1103,1500m,F,30 Oct 24,,,,,
1042.0,15:31.54,Alicja KONIECZEK,POL,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1103,5000m,F,30 Oct 24,56861220.0,91.0,0.0,Public,45.0
1826.0,1:02:06,Mateusz KACZOR,POL,Warszawa (POL),24 MAR 2024,1103,Half,M,30 Oct 24,49840806.0,0.0,0.0,Public,45.0
748.0,3:40.23,Marvin HEINRICH,GER,"Sportanlage Wisacher, Regensdorf (SUI)",24 AUG 2024,1103,1500m,M,30 Oct 24,45123138.0,0.0,0.0,Public,45.0
