Unnamed: 0,Mark,Competitor,Nat,Location,Date,Results Score,Discipline,Gender,Performance_ID,Date_Created
1312,1:09:11,Nesphine JEPLETING,KEN,Paris (FRA),03 MAR 2024,1146,Half,F,Nesphine JEPLETING_Half_1:09:11_03 MAR 2024,30 Oct 24
1609,1:01:01,Philemon KIPLIMO,KEN,Barcelona (ESP),11 FEB 2024,1146,Half,M,Philemon KIPLIMO_Half_1:01:01_11 FEB 2024,30 Oct 24
863,8:24.84,Víctor RUIZ,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",29 JUN 2024,1145,3000m Steeple,M,Víctor RUIZ_3000m Steeple_8:24.84_29 JUN 2024,30 Oct 24
1614,1:01:02,Raphael KOLIAN,KEN,Lille (FRA),17 MAR 2024,1145,Half,M,Raphael KOLIAN_Half_1:01:02_17 MAR 2024,30 Oct 24
1314,1:09:14,Tigist GEZAHAGN,ETH,Lisboa (POR),17 MAR 2024,1145,Half,F,Tigist GEZAHAGN_Half_1:09:14_17 MAR 2024,30 Oct 24
1315,1:09:14,Eilish MCCOLGAN,GBR,London (GBR),01 SEP 2024,1145,Half,F,Eilish MCCOLGAN_Half_1:09:14_01 SEP 2024,30 Oct 24
525,3:37.16,Thomas PIQUART,FRA,"Stade de Stehelin, Bordeaux (FRA)",19 JUN 2024,1145,1500m,M,Thomas PIQUART_1500m_3:37.16_19 JUN 2024,30 Oct 24
524,3:37.14,Isaac BASTEN,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1145,1500m,M,Isaac BASTEN_1500m_3:37.14_09 JUN 2024,30 Oct 24
523,3:37.13,Tom ELMER,SUI,"Bungertstadion, Rehlingen (GER)",19 MAY 2024,1145,1500m,M,Tom ELMER_1500m_3:37.13_19 MAY 2024,30 Oct 24
1615,1:01:02,Brian KIPYEGON,KEN,"Showa Park, Tachikawa (JPN)",19 OCT 2024,1145,Half,M,Brian KIPYEGON_Half_1:01:02_19 OCT 2024,30 Oct 24
1613,1:01:02,Rory LINKLETTER,CAN,"Houston, TX (USA)",14 JAN 2024,1145,Half,M,Rory LINKLETTER_Half_1:01:02_14 JAN 2024,30 Oct 24
522,3:37.12,Quentin TISON,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1145,1500m,M,Quentin TISON_1500m_3:37.12_25 MAY 2024,30 Oct 24
978,15:21.80,Chloe SCRIMGEOUR,USA,"The Track at New Balance, Boston, MA (USA) (i)",08 MAR 2024,1145,5000m,F,Chloe SCRIMGEOUR_5000m_15:21.80_08 MAR 2024,30 Oct 24
1128,31:53.76,Kazuna KANETOMO,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1145,10000m,F,Kazuna KANETOMO_10000m_31:53.76_10 JUL 2024,30 Oct 24
714,9:39.62,Grace FETHERSTONHAUGH,CAN,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,3000m Steeple,F,Grace FETHERSTONHAUGH_3000m Steeple_9:39.62_17 MAY 2024,30 Oct 24
1727,2:28:47,Anne LUIJTEN,NED,Rotterdam (NED),14 APR 2024,1145,Full,F,Anne LUIJTEN_Full_2:28:47_14 APR 2024,30 Oct 24
1726,2:28:45,Zenebu FIKADU,ETH,Riyadh (KSA),10 FEB 2024,1145,Full,F,Zenebu FIKADU_Full_2:28:45_10 FEB 2024,30 Oct 24
864,8:24.86,Benard KETER,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1145,3000m Steeple,M,Benard KETER_3000m Steeple_8:24.86_11 APR 2024,30 Oct 24
1313,1:09:14,Gladys JEMAIYO,KEN,"Atletiekstadium Gentbrugge, Gentbrugge (BEL)",10 MAR 2024,1145,Half,F,Gladys JEMAIYO_Half_1:09:14_10 MAR 2024,30 Oct 24
1349,27:51.26,Alex PHILLIP,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1145,10000m,M,Alex PHILLIP_10000m_27:51.26_11 APR 2024,30 Oct 24
455,4:07.68,Laurie BARTON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1145,1500m,F,Laurie BARTON_1500m_4:07.68_17 MAY 2024,30 Oct 24
149,1:45.93,Sam ELLIS,USA,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1145,800m,M,Sam ELLIS_800m_1:45.93_09 JUN 2024,30 Oct 24
1350,27:51.36,Abel BEKELE,ETH,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",14 JUN 2024,1145,10000m,M,Abel BEKELE_10000m_27:51.36_14 JUN 2024,30 Oct 24
2246,2:10:55,Elisha Kiprop BARNO,KEN,"Two Harbors to Duluth,, Duluth, MN (USA)",22 JUN 2024,1145,Full,M,Elisha Kiprop BARNO_Full_2:10:55_22 JUN 2024,30 Oct 24
212,2:02.46,Ainsley ERZEN,USA,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1145,800m,F,Ainsley ERZEN_800m_2:02.46_10 FEB 2024,30 Oct 24
152,1:45.94,Josh KERR,GBR,"Hayward Field, Eugene, OR (USA)",20 APR 2024,1145,800m,M,Josh KERR_800m_1:45.94_20 APR 2024,30 Oct 24
456,4:07.68,Hanna HERMANSSON,SWE,"Stade Delort, Marseille (FRA)",22 MAY 2024,1145,1500m,F,Hanna HERMANSSON_1500m_4:07.68_22 MAY 2024,30 Oct 24
454,4:07.67,Bikile AMBESU,ETH,"University of Ghana Sports Stadium, Accra (GHA)",22 MAR 2024,1145,1500m,F,Bikile AMBESU_1500m_4:07.67_22 MAR 2024,30 Oct 24
902,15:09.13,Lea MEYER,GER,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1145,5000m,F,Lea MEYER_5000m_15:09.13_11 MAY 2024,30 Oct 24
151,1:45.93,Youssef BENZAMIA,FRA,"Centro Sportivo G. Olmo-P. Ferro, Celle Ligure (ITA)",17 JUL 2024,1145,800m,M,Youssef BENZAMIA_800m_1:45.93_17 JUL 2024,30 Oct 24
451,4:07.62,Mirriam CHEROP,KEN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1145,1500m,F,Mirriam CHEROP_1500m_4:07.62_28 JUN 2024,30 Oct 24
452,4:07.65,Judy Jepkoech KOSGEI,KEN,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1145,1500m,F,Judy Jepkoech KOSGEI_1500m_4:07.65_19 APR 2024,30 Oct 24
453,4:07.66,Chloe FOERSTER,USA,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1145,1500m,F,Chloe FOERSTER_1500m_4:07.66_12 JUL 2024,30 Oct 24
449,4:07.57,Alice FINOT,FRA,"Estádio José Vieira de Carvalho, Maia (POR)",25 MAY 2024,1145,1500m,F,Alice FINOT_1500m_4:07.57_25 MAY 2024,30 Oct 24
1084,13:17.88,Duarte GOMES,POR,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1145,5000m,M,Duarte GOMES_5000m_13:17.88_06 JUL 2024,30 Oct 24
148,1:45.93,Zakary MAMA-YARI,CAN,"Alumni Stadium, Guelph (CAN)",04 JUN 2024,1145,800m,M,Zakary MAMA-YARI_800m_1:45.93_04 JUN 2024,30 Oct 24
150,1:45.93,Louey OUERRAT,FRA,"Stade Josette et Roger Mikulak, Angers (FRA)",30 JUN 2024,1145,800m,M,Louey OUERRAT_800m_1:45.93_30 JUN 2024,30 Oct 24
1083,13:17.73,Daniel NDIRITU,KEN,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2024,1145,5000m,M,Daniel NDIRITU_5000m_13:17.73_04 MAY 2024,30 Oct 24
2245,2:10:55,Wenhao XU,CHN,Wuxi (CHN),24 MAR 2024,1145,Full,M,Wenhao XU_Full_2:10:55_24 MAR 2024,30 Oct 24
120,2:00.99,Julia NIELSEN,SWE,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1145,800m,F,Julia NIELSEN_800m_2:00.99_27 APR 2024,30 Oct 24
119,2:00.98,Gesa Felicitas KRAUSE,GER,"Moselstadion, Trier (GER)",06 SEP 2024,1145,800m,F,Gesa Felicitas KRAUSE_800m_2:00.98_06 SEP 2024,30 Oct 24
118,2:00.97,Makayla PAIGE,USA,"Kentner Stadium Wake Forest University, Winston Salem, NC (USA)",19 APR 2024,1145,800m,F,Makayla PAIGE_800m_2:00.97_19 APR 2024,30 Oct 24
117,2:00.96,Ajee' WILSON,USA,"Hayward Field, Eugene, OR (USA)",21 JUN 2024,1145,800m,F,Ajee' WILSON_800m_2:00.96_21 JUN 2024,30 Oct 24
450,4:07.59,Janet Jepkoech CHEPKEMOI,KEN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",29 JUL 2024,1145,1500m,F,Janet Jepkoech CHEPKEMOI_1500m_4:07.59_29 JUL 2024,30 Oct 24
153,1:45.94,CJ JONES,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1145,800m,M,CJ JONES_800m_1:45.94_12 JUL 2024,30 Oct 24
125,2:01.05,Agathe GUILLEMOT,FRA,"Stade des Maradas, Cergy-Pontoise (FRA)",12 MAY 2024,1144,800m,F,Agathe GUILLEMOT_800m_2:01.05_12 MAY 2024,30 Oct 24
1728,2:28:48,Anais QUEMENER,FRA,Sevilla (ESP),18 FEB 2024,1144,Full,F,Anais QUEMENER_Full_2:28:48_18 FEB 2024,30 Oct 24
123,2:01.03,Nina VUKOVIĆ,CRO,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",14 JUL 2024,1144,800m,F,Nina VUKOVIĆ_800m_2:01.03_14 JUL 2024,30 Oct 24
122,2:01.03,Olha LYAKHOVA,UKR,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1144,800m,F,Olha LYAKHOVA_800m_2:01.03_22 JUN 2024,30 Oct 24
121,2:01.00,Gabrielle JENNINGS,USA,"Woodside Stadium, Watford (GBR)",21 AUG 2024,1144,800m,F,Gabrielle JENNINGS_800m_2:01.00_21 AUG 2024,30 Oct 24
715,9:39.97,Rihab DHAHRI,TUN,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1144,3000m Steeple,F,Rihab DHAHRI_3000m Steeple_9:39.97_26 MAY 2024,30 Oct 24
1318,1:09:19,Soukaina ATANANE,MAR,"Sale, Rabat (MAR)",21 APR 2024,1144,Half,F,Soukaina ATANANE_Half_1:09:19_21 APR 2024,30 Oct 24
527,3:37.19,Simas BERTAŠIUS,LTU,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1144,1500m,M,Simas BERTAŠIUS_1500m_3:37.19_26 MAY 2024,30 Oct 24
532,3:37.25,Boaz KIPRUGUT,KEN,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1144,1500m,M,Boaz KIPRUGUT_1500m_3:37.25_26 JUN 2024,30 Oct 24
531,3:37.25,Håkon MOE BERG,NOR,"Friidrettsstadion, Jessheim (NOR)",24 MAY 2024,1144,1500m,M,Håkon MOE BERG_1500m_3:37.25_24 MAY 2024,30 Oct 24
530,3:37.22,Mostafa SMAILI,MAR,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1144,1500m,M,Mostafa SMAILI_1500m_3:37.22_08 JUN 2024,30 Oct 24
529,3:37.20,Job IJTSMA,NED,"FBK Stadium, Hengelo (NED)",30 JUN 2024,1144,1500m,M,Job IJTSMA_1500m_3:37.20_30 JUN 2024,30 Oct 24
528,3:37.19,Alexandre SELLES,FRA,"Stade d'Athlétisme Hautepierre, Strasbourg (FRA)",08 JUN 2024,1144,1500m,M,Alexandre SELLES_1500m_3:37.19_08 JUN 2024,30 Oct 24
1316,1:09:17,Tegest AYALEW,ETH,Santa Pola (ESP),21 JAN 2024,1144,Half,F,Tegest AYALEW_Half_1:09:17_21 JAN 2024,30 Oct 24
156,1:45.97,Samuel PIHLSTRÖM,SWE,"AtletiekArena Gaston Roelants Kessel-Lo / Hal 5, Leuven (BEL)",27 JUL 2024,1144,800m,M,Samuel PIHLSTRÖM_800m_1:45.97_27 JUL 2024,30 Oct 24
155,1:45.97,Mehdi YANOURI,USA,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1144,800m,M,Mehdi YANOURI_800m_1:45.97_20 JUL 2024,30 Oct 24
154,1:45.97,Collins KIPRUTO,KEN,"Nyayo National Stadium, Nairobi (KEN)",15 JUN 2024,1144,800m,M,Collins KIPRUTO_800m_1:45.97_15 JUN 2024,30 Oct 24
1317,1:09:18,Vivian JEROTICH,KEN,Verona (ITA),11 FEB 2024,1144,Half,F,Vivian JEROTICH_Half_1:09:18_11 FEB 2024,30 Oct 24
533,3:37.26,Dillon MAGGARD,USA,"Lincoln HS, Portland, OR (USA)",09 JUN 2024,1144,1500m,M,Dillon MAGGARD_1500m_3:37.26_09 JUN 2024,30 Oct 24
1729,2:28:49,Zhixuan LI,CHN,Nagoya (JPN),10 MAR 2024,1144,Full,F,Zhixuan LI_Full_2:28:49_10 MAR 2024,30 Oct 24
1085,13:18.18,James Mwanzia MUTUKU,KEN,"Egao Kenko Stadium, Kumamoto (JPN)",13 APR 2024,1144,5000m,M,James Mwanzia MUTUKU_5000m_13:18.18_13 APR 2024,30 Oct 24
903,15:09.68,Susan KAMOTHO,KEN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1144,5000m,F,Susan KAMOTHO_5000m_15:09.68_10 JUL 2024,30 Oct 24
1129,31:54.34,Maggie MONTOYA,USA,"Jack Kemp Stadium, Los Angeles, CA (USA)",11 MAY 2024,1144,10000m,F,Maggie MONTOYA_10000m_31:54.34_11 MAY 2024,30 Oct 24
1352,27:52.11,Yitayew ABUHAY,ISR,"Parliament Hill Fields Athletics Track, London (GBR)",18 MAY 2024,1144,10000m,M,Yitayew ABUHAY_10000m_27:52.11_18 MAY 2024,30 Oct 24
2252,2:11:00,Nathan MARTIN,USA,"Orlando, FL (USA)",03 FEB 2024,1144,Full,M,Nathan MARTIN_Full_2:11:00_03 FEB 2024,30 Oct 24
1086,13:18.27,Sean MCGORTY,USA,"Hayward Field, Eugene, OR (USA)",30 JUN 2024,1144,5000m,M,Sean MCGORTY_5000m_13:18.27_30 JUN 2024,30 Oct 24
1353,27:52.13,Ernest CHERUIYOT,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1144,10000m,M,Ernest CHERUIYOT_10000m_27:52.13_11 APR 2024,30 Oct 24
1351,27:52.02,Asahi KURODA,JPN,"National Stadium, Tokyo (JPN)",09 MAY 2024,1144,10000m,M,Asahi KURODA_10000m_27:52.02_09 MAY 2024,30 Oct 24
2251,2:10:59,Yongzheng HUANG,CHN,Hengshui (CHN),22 SEP 2024,1144,Full,M,Yongzheng HUANG_Full_2:10:59_22 SEP 2024,30 Oct 24
2250,2:10:59,Akihiro KANEKO,JPN,Gold Coast (AUS),07 JUL 2024,1144,Full,M,Akihiro KANEKO_Full_2:10:59_07 JUL 2024,30 Oct 24
2249,2:10:59,Felix KIRUI,KEN,Wuhan (CHN),24 MAR 2024,1144,Full,M,Felix KIRUI_Full_2:10:59_24 MAR 2024,30 Oct 24
2248,2:10:58,Filmon TESFU,NED,Amsterdam (NED),20 OCT 2024,1144,Full,M,Filmon TESFU_Full_2:10:58_20 OCT 2024,30 Oct 24
1354,27:52.38,Itta TAMEIKE,JPN,"Athletic Track, Abashiri (JPN)",10 JUL 2024,1144,10000m,M,Itta TAMEIKE_10000m_27:52.38_10 JUL 2024,30 Oct 24
1730,2:28:52,Molly BOOKMYER,USA,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024,1144,Full,F,Molly BOOKMYER_Full_2:28:52_06 OCT 2024,30 Oct 24
904,15:09.92,Holly CAMPBELL,AUS,"LAZ Wien, Wien (AUT)",22 JUN 2024,1144,5000m,F,Holly CAMPBELL_5000m_15:09.92_22 JUN 2024,30 Oct 24
2247,2:10:58,James KIPLAGAT,KEN,Copenhagen (DEN),05 MAY 2024,1144,Full,M,James KIPLAGAT_Full_2:10:58_05 MAY 2024,30 Oct 24
865,8:25.07,Hibiki OBARA,JPN,"Dean A. Hayes Track and Soccer Stadium, Murfreesboro, TN (USA)",31 MAY 2024,1144,3000m Steeple,M,Hibiki OBARA_3000m Steeple_8:25.07_31 MAY 2024,30 Oct 24
716,9:40.10,Hirut MESHESHA,ETH,"Parc des Sports C. Ehrmann, Nice (FRA)",15 JUN 2024,1144,3000m Steeple,F,Hirut MESHESHA_3000m Steeple_9:40.10_15 JUN 2024,30 Oct 24
1731,2:28:53,Tigist ABAYECHEW,ETH,Tokyo (JPN),03 MAR 2024,1144,Full,F,Tigist ABAYECHEW_Full_2:28:53_03 MAR 2024,30 Oct 24
1616,1:01:03,Yemaneberhan CRIPPA,ITA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1144,Half,M,Yemaneberhan CRIPPA_Half_1:01:03_09 JUN 2024,30 Oct 24
1620,1:01:04,Pietro RIVA,ITA,"Stadio Olimpico, Roma (ITA)",09 JUN 2024,1144,Half,M,Pietro RIVA_Half_1:01:04_09 JUN 2024,30 Oct 24
1619,1:01:04,Bernard WAMBUA,KEN,Milano (ITA),24 MAR 2024,1144,Half,M,Bernard WAMBUA_Half_1:01:04_24 MAR 2024,30 Oct 24
1621,1:01:04,Andrew LOROT,KEN,Tokyo (JPN),20 OCT 2024,1144,Half,M,Andrew LOROT_Half_1:01:04_20 OCT 2024,30 Oct 24
1618,1:01:04,Kohei MUKAI,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",11 FEB 2024,1144,Half,M,Kohei MUKAI_Half_1:01:04_11 FEB 2024,30 Oct 24
1617,1:01:04,Kotaro SHINOHARA,JPN,Marugame (JPN),04 FEB 2024,1144,Half,M,Kotaro SHINOHARA_Half_1:01:04_04 FEB 2024,30 Oct 24
157,1:46.00,Ibrahim Abass M CHOUT,QAT,"Stade C. Vandeveegaete, Tourcoing (FRA)",26 JUN 2024,1143,800m,M,Ibrahim Abass M CHOUT_800m_1:46.00_26 JUN 2024,30 Oct 24
907,15:10.56,Konstanze KLOSTERHALFEN,GER,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1143,5000m,F,Konstanze KLOSTERHALFEN_5000m_15:10.56_03 SEP 2024,30 Oct 24
906,15:10.24,Purity Kajuju GITONGA,KEN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1143,5000m,F,Purity Kajuju GITONGA_5000m_15:10.24_22 JUN 2024,30 Oct 24
459,4:07.90,María Pía FERNÁNDEZ,URU,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1143,1500m,F,María Pía FERNÁNDEZ_1500m_4:07.90_22 MAY 2024,30 Oct 24
458,4:07.83,Madeleine BERKSON,USA,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1143,1500m,F,Madeleine BERKSON_1500m_4:07.83_12 JUL 2024,30 Oct 24
1734,2:28:59,Ye-jin LIM,KOR,Seoul (KOR),17 MAR 2024,1143,Full,F,Ye-jin LIM_Full_2:28:59_17 MAR 2024,30 Oct 24
1733,2:28:59,Akino ASAHINA,JPN,Nagoya (JPN),10 MAR 2024,1143,Full,F,Akino ASAHINA_Full_2:28:59_10 MAR 2024,30 Oct 24
1732,2:28:55,Rose CHELIMO,BRN,Doha (QAT),16 FEB 2024,1143,Full,F,Rose CHELIMO_Full_2:28:55_16 FEB 2024,30 Oct 24
158,1:46.00,Luciano FIORE,USA,"George Mason Stadium, Fairfax, VA (USA)",12 AUG 2024,1143,800m,M,Luciano FIORE_800m_1:46.00_12 AUG 2024,30 Oct 24
159,1:46.01,Kelvin Kimtai LOTI,KEN,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1143,800m,M,Kelvin Kimtai LOTI_800m_1:46.01_26 MAY 2024,30 Oct 24
160,1:46.01,Tom DRADRIGA,UGA,"Stade Omnisport de JAPOMA, Douala (CMR)",23 JUN 2024,1143,800m,M,Tom DRADRIGA_800m_1:46.01_23 JUN 2024,30 Oct 24
2253,2:11:01,Samuel FREIRE,CPV,Sevilla (ESP),18 FEB 2024,1143,Full,M,Samuel FREIRE_Full_2:11:01_18 FEB 2024,30 Oct 24
1090,13:18.45,Matthew Kipkoech KIPRUTO,KEN,"Morton Stadium, Santry, Dublin (IRL)",12 JUL 2024,1143,5000m,M,Matthew Kipkoech KIPRUTO_5000m_13:18.45_12 JUL 2024,30 Oct 24
866,8:25.20,John GAY,CAN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1143,3000m Steeple,M,John GAY_3000m Steeple_8:25.20_11 APR 2024,30 Oct 24
126,2:01.06,Laura PELLICORO,ITA,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1143,800m,F,Laura PELLICORO_800m_2:01.06_19 JUN 2024,30 Oct 24
127,2:01.08,Raevyn ROGERS,USA,"Hayward Field, Eugene, OR (USA)",23 JUN 2024,1143,800m,F,Raevyn ROGERS_800m_2:01.08_23 JUN 2024,30 Oct 24
1091,13:18.51,Masaya TURUKAWA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",28 JUN 2024,1143,5000m,M,Masaya TURUKAWA_5000m_13:18.51_28 JUN 2024,30 Oct 24
1320,1:09:22,Meskerem MOLLA,ETH,Poznan (POL),14 APR 2024,1143,Half,F,Meskerem MOLLA_Half_1:09:22_14 APR 2024,30 Oct 24
1319,1:09:20,Helah Jelagat KIPROP,KEN,Tallinn (EST),07 SEP 2024,1143,Half,F,Helah Jelagat KIPROP_Half_1:09:20_07 SEP 2024,30 Oct 24
534,3:37.27,Jonah KOECH,USA,Priboj (SRB),04 SEP 2024,1143,1500m,M,Jonah KOECH_1500m_3:37.27_04 SEP 2024,30 Oct 24
535,3:37.28,Nico BOKETTA,CZE,"Mestský Stadion, Ostrava (CZE)",28 MAY 2024,1143,1500m,M,Nico BOKETTA_1500m_3:37.28_28 MAY 2024,30 Oct 24
717,9:40.49,Katherine THRONSON,USA,"Drake Stadium, Des Moines, IA (USA)",27 APR 2024,1143,3000m Steeple,F,Katherine THRONSON_3000m Steeple_9:40.49_27 APR 2024,30 Oct 24
867,8:25.37,Abdelhakim ABOUZOUHAIR,MAR,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1143,3000m Steeple,M,Abdelhakim ABOUZOUHAIR_3000m Steeple_8:25.37_11 APR 2024,30 Oct 24
536,3:37.32,Robin HENDRIX,BEL,"Stedelijke Atletiekpiste, Ninove (BEL)",20 JUL 2024,1143,1500m,M,Robin HENDRIX_1500m_3:37.32_20 JUL 2024,30 Oct 24
1087,13:18.29,Pietro RIVA,ITA,"Parc des Sports, Maisons-Laffitte (FRA)",06 JUL 2024,1143,5000m,M,Pietro RIVA_5000m_13:18.29_06 JUL 2024,30 Oct 24
1088,13:18.32,Cosmas Mwangi BOI,KEN,"Aoba Park Athletic Field, Chitose (JPN)",20 JUL 2024,1143,5000m,M,Cosmas Mwangi BOI_5000m_13:18.32_20 JUL 2024,30 Oct 24
1130,31:55.18,Wuga HE,CHN,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1143,10000m,F,Wuga HE_10000m_31:55.18_16 MAR 2024,30 Oct 24
1131,31:56.01,Amy-Eloise NEALE,GBR,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",16 MAR 2024,1143,10000m,F,Amy-Eloise NEALE_10000m_31:56.01_16 MAR 2024,30 Oct 24
131,2:01.16,KM. CHANDA,IND,"Sree Kanteerava Outdoor Stadium, Bengaluru (IND)",02 SEP 2024,1142,800m,F,KM. CHANDA_800m_2:01.16_02 SEP 2024,30 Oct 24
1736,2:29:02,Obse ABDETA,ETH,Roma (ITA),17 MAR 2024,1142,Full,F,Obse ABDETA_Full_2:29:02_17 MAR 2024,30 Oct 24
1737,2:29:03,Hanne VERBRUGGEN,BEL,"Stade de France, Paris (FRA)",11 AUG 2024,1142,Full,F,Hanne VERBRUGGEN_Full_2:29:03_11 AUG 2024,30 Oct 24
719,9:40.65,Meseret YESHANEH,ETH,"Stade Omnisport de JAPOMA, Douala (CMR)",26 JUN 2024,1142,3000m Steeple,F,Meseret YESHANEH_3000m Steeple_9:40.65_26 JUN 2024,30 Oct 24
541,3:37.38,Joshua THOMPSON,USA,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1142,1500m,M,Joshua THOMPSON_1500m_3:37.38_31 MAY 2024,30 Oct 24
1735,2:29:00,Dina ALEKSANDROVA,RUS,Zürich (SUI),21 APR 2024,1142,Full,F,Dina ALEKSANDROVA_Full_2:29:00_21 APR 2024,30 Oct 24
1738,2:29:04,Caroline JEPCHIRCHIR,KEN,Enschede (NED),21 APR 2024,1142,Full,F,Caroline JEPCHIRCHIR_Full_2:29:04_21 APR 2024,30 Oct 24
130,2:01.16,Lucia PINACCHIO,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",30 JUN 2024,1142,800m,F,Lucia PINACCHIO_800m_2:01.16_30 JUN 2024,30 Oct 24
1624,1:01:07,Demisu GEMEDA,ETH,Yangzhou (CHN),31 MAR 2024,1142,Half,M,Demisu GEMEDA_Half_1:01:07_31 MAR 2024,30 Oct 24
1623,1:01:06,Isaac KIPKEMBOI,KEN,Buenos Aires (ARG),25 AUG 2024,1142,Half,M,Isaac KIPKEMBOI_Half_1:01:06_25 AUG 2024,30 Oct 24
464,4:08.06,Aleksandra GULYAYEVA,RUS,"Kalininets Stadium, Yekaterinburg (RUS)",18 AUG 2024,1142,1500m,F,Aleksandra GULYAYEVA_1500m_4:08.06_18 AUG 2024,30 Oct 24
463,4:08.06,Anna GIBSON,USA,"Drake Stadium, Los Angeles, CA (USA)",17 MAY 2024,1142,1500m,F,Anna GIBSON_1500m_4:08.06_17 MAY 2024,30 Oct 24
462,4:08.04,Aurore FLEURY,FRA,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1142,1500m,F,Aurore FLEURY_1500m_4:08.04_25 MAY 2024,30 Oct 24
461,4:08.03,Laura PELLICORO,ITA,"Keskusurheilukenttä, Joensuu (FIN)",20 JUL 2024,1142,1500m,F,Laura PELLICORO_1500m_4:08.03_20 JUL 2024,30 Oct 24
460,4:07.96,Melissa RIGGINS,USA,"Cougar Athletic Stadium, Azusa, CA (USA)",13 APR 2024,1142,1500m,F,Melissa RIGGINS_1500m_4:07.96_13 APR 2024,30 Oct 24
1355,27:53.26,Ilias FIFA,ESP,"Estadi Municipal La Bòbila, Gavá (ESP)",02 MAR 2024,1142,10000m,M,Ilias FIFA_10000m_27:53.26_02 MAR 2024,30 Oct 24
868,8:25.45,Berihun MOGES,ETH,"Estadio Atlético de la VIDENA, Lima (PER)",31 AUG 2024,1142,3000m Steeple,M,Berihun MOGES_3000m Steeple_8:25.45_31 AUG 2024,30 Oct 24
869,8:25.48,Victor KIBIEGO,KEN,"Cougar Athletic Stadium, Azusa, CA (USA)",11 APR 2024,1142,3000m Steeple,M,Victor KIBIEGO_3000m Steeple_8:25.48_11 APR 2024,30 Oct 24
870,8:25.58,Ole HESSELBJERG,DEN,"LAZ Wien, Wien (AUT)",22 JUN 2024,1142,3000m Steeple,M,Ole HESSELBJERG_3000m Steeple_8:25.58_22 JUN 2024,30 Oct 24
1741,2:29:06,Bere AYALEW,ETH,Daegu (KOR),07 APR 2024,1142,Full,F,Bere AYALEW_Full_2:29:06_07 APR 2024,30 Oct 24
908,15:10.67,Verity OCKENDEN,GBR,"LAZ Wien, Wien (AUT)",22 JUN 2024,1142,5000m,F,Verity OCKENDEN_5000m_15:10.67_22 JUN 2024,30 Oct 24
