Athlete ID,Athlete Name,Consistency Percentage,Standard Deviation,Median-to-Mean Ratio,Max-to-Median Ratio,No Data Count
52526147,Joris KEPPENS,100.0,36.24639172896799,0.9841260777707989,1.720626631853786,0
82077769,Leonid LATSEPOV,100.0,36.37375022232166,1.0231869497395767,1.5372093023255813,0
18931477,Scott BEATTIE,100.0,36.6390693216928,1.0685921533329803,1.249721293199554,0
17175025,Tai DINGER,100.0,37.020826038180914,1.0297297297297296,1.435695538057743,0
19686000,Rory LEONARD,100.0,38.076506664447045,1.034446836585874,1.5664652567975832,0
26188193,Mykola NYZHNYK,100.0,38.184848720110146,0.9768303382835601,1.5868263473053892,0
59301037,Olga NYZHNYK,100.0,38.321533940451566,1.0419100916302808,1.5803452855245683,0
22433281,Reed FISCHER,100.0,38.50856795280047,1.066438865771997,1.337209302325581,0
91939851,Blanca FERNÁNDEZ,100.0,39.08251755728185,0.9654494256469852,3.4979166666666663,0
55975379,Cari HUGHES,100.0,39.170438333934385,0.8988357936387155,1.8609523809523807,0
32464862,Colin BENNIE,100.0,41.65518991415266,1.0780271398747392,1.2897603485838778,0
7075179,Remyo TIELSEMA,100.0,42.06272098656118,0.9793923943063523,1.4674620390455533,0
35983960,Sarah CALVERT,100.0,42.32340382430585,0.8699650130079841,2.7192575406032478,0
109059136,Osama ZOGHLAMI,100.0,43.18973121561622,1.016535787179576,1.5834609494640124,0
33180931,Travis MAHONEY,100.0,43.337283425285264,0.9487459105779716,1.8469827586206897,0
9351341,Rory LINKLETTER,100.0,45.72378833290449,1.0800956221476348,1.29476861167002,0
1019940,Noah SCHUTTE,100.0,46.0813086115877,0.9770702021299718,1.7517517517517518,0
25645358,Anais QUEMENER,100.0,46.53144444728595,0.9157495940826266,2.4609929078014185,0
6604642,Leslie SEXTON,100.0,46.85606855383895,1.0193661971830985,1.5375647668393781,0
23295862,Clayton YOUNG,100.0,46.88387673438037,1.111027133247676,1.2418367346938775,0
4151166,Richard ROP,100.0,47.066415611192475,1.0241150699802273,2.2793867120954,0
114930525,Hanna LINDHOLM,100.0,47.430127278736364,1.0913246726413388,1.45580404685836,0
26009876,Levente SZEMEREI,100.0,48.9842881508667,1.0334614984931934,1.416289592760181,0
19488174,Jackson SHARP,100.0,49.833942816336126,0.9430407515420548,2.2573891625615765,0
22399704,Charlie SWEENEY,100.0,50.43672471624219,1.039128955427016,1.4931237721021609,0
21148281,Johannes MOTSCHMANN,100.0,50.51933739314777,1.072400344655571,1.533777354900095,0
77830180,Keisuke YOKOTA,100.0,50.72339653035812,1.0185617947519532,1.7831858407079646,0
24985070,Harry WAKEFIELD,100.0,51.12411130874221,0.9132868032549611,3.36608557844691,0
7425584,Turner WILEY,100.0,51.39027995386717,1.1188013729563724,1.2752043596730245,0
89025421,Ivan SIURIS,100.0,51.394920652981845,0.873901451565123,2.1745762711864405,0
92973610,Shun SADAKATA,100.0,52.71590463576521,1.0495356037151704,1.5801376597836772,0
21000995,Florian BREMM,100.0,53.33959780216294,0.9766589270438714,1.947072072072072,0
9583401,CJ ALBERTSON,100.0,55.033670916621375,1.0858541703094946,1.5434782608695652,0
33993248,Conner MANTZ,100.0,55.78442737187521,1.1458922784093832,1.2757575757575759,0
13506056,Samuel BARATA,100.0,56.24127279153485,1.0745930352359365,1.6653883029721954,0
17931180,Lucas NIEUWEBOER,100.0,57.23407143004868,0.9165941477210919,3.1522029372496663,0
105319659,Erik HILLE,100.0,59.479768395565664,1.023429681521163,1.6065573770491803,0
89621357,Hillary KIPKOECH,100.0,63.60206264534376,0.861198738170347,2.525902668759812,0
37392546,Anthony CAMERIERI,100.0,63.69561682479209,1.0465116279069768,1.5747967479674796,0
24304109,Pedro GOMEZ,100.0,65.59141221376225,0.7837723024638914,4.617886178861788,0
